,region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,state
1580,sacramento,1265,apartment,828,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca
80340,valdosta,831,apartment,1050,2,2.0,1,1,1,0,0,0,,,ga
297523,deep east texas,689,apartment,630,1,1.0,1,1,1,0,0,0,laundry on site,,tx
341311,kenosha-racine,845,apartment,725,1,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,wi
140033,boston,1950,apartment,900,2,1.0,0,0,0,0,0,0,laundry in bldg,off-street parking,ma
215561,rochester,795,apartment,700,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ny
31296,"washington, DC",1670,apartment,1038,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,dc
361064,show low,683,apartment,1050,3,2.0,1,1,1,0,0,0,w/d hookups,,az
316548,provo / orem,1483,apartment,1193,3,2.0,0,0,1,0,0,0,,,ut
288833,austin,1815,apartment,729,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage,tx
88097,champaign urbana,925,apartment,386,0,1.0,0,0,0,0,0,1,laundry in bldg,off-street parking,il
323075,fredericksburg,1310,apartment,1069,3,2.0,0,0,1,0,0,0,,,va
259341,rhode island,1575,apartment,794,2,1.0,1,1,1,0,0,0,w/d in unit,street parking,ri
233700,youngstown,1025,apartment,1300,3,2.5,1,1,0,0,0,0,w/d in unit,attached garage,oh
260601,rhode island,1525,apartment,1201,1,1.0,1,1,1,1,0,0,w/d in unit,off-street parking,ri
365518,little rock,659,apartment,777,2,1.0,0,0,1,0,0,0,,,ar
85847,spokane / coeur d'alene,1099,apartment,1140,2,2.0,1,1,1,0,0,0,w/d in unit,,id
193777,lincoln,900,apartment,665,1,1.0,1,1,0,0,0,0,w/d in unit,,ne
360091,phoenix,1175,apartment,860,2,2.0,1,1,0,0,0,0,w/d in unit,off-street parking,az
214522,rochester,995,townhouse,1145,2,1.5,1,1,1,0,0,0,w/d in unit,off-street parking,ny
306961,odessa / midland,2089,apartment,1263,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage,tx
174906,asheville,1460,apartment,1496,3,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,nc
237660,oklahoma city,1350,townhouse,1400,2,2.0,0,0,1,0,0,0,w/d in unit,attached garage,ok
178392,charlotte,1015,apartment,744,1,1.0,1,1,1,0,0,0,w/d in unit,,nc
379140,monterey bay,1525,apartment,500,1,1.0,0,0,1,0,0,0,laundry on site,,ca
252649,lehigh valley,2575,apartment,2002,3,2.5,1,1,1,0,0,0,w/d in unit,off-street parking,pa
229183,columbus,1195,apartment,1087,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,oh
210785,glens falls,1750,apartment,1200,2,2.5,0,0,0,0,0,0,w/d in unit,off-street parking,ny
304230,mcallen / edinburg,650,apartment,700,1,1.0,0,0,1,0,0,0,w/d hookups,carport,tx
274689,chattanooga,979,apartment,650,1,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,tn
233107,sandusky,900,apartment,650,1,1.0,1,1,1,1,0,1,w/d in unit,attached garage,oh
337653,seattle-tacoma,1728,apartment,666,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,wa
367153,texarkana,629,apartment,805,2,1.5,1,1,1,0,0,0,laundry on site,off-street parking,ar
207634,albany,800,apartment,400,1,1.0,0,0,0,0,0,0,,,ny
28354,hartford,1125,apartment,726,1,1.0,1,1,1,0,0,0,,,ct
252166,lancaster,1260,apartment,1070,2,2.0,1,1,1,0,0,0,w/d in unit,,pa
122461,louisville,1199,townhouse,1400,2,2.5,1,1,1,0,0,0,w/d hookups,,ky
177367,charlotte,775,apartment,960,2,1.5,0,1,1,0,0,0,,,nc
353920,montgomery,580,house,1913,3,1.0,1,1,1,0,0,0,w/d hookups,,al
199987,central NJ,1950,apartment,1104,2,2.0,1,1,0,0,0,0,w/d in unit,off-street parking,nj
14464,ventura county,2185,apartment,1160,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
156155,lansing,1265,apartment,950,2,1.5,1,1,1,0,0,0,w/d in unit,,mi
215935,syracuse,895,apartment,1000,2,1.5,1,1,1,0,0,0,laundry in bldg,off-street parking,ny
293711,corpus christi,895,apartment,668,1,1.0,1,1,1,0,0,0,w/d hookups,carport,tx
383133,palm springs,1423,house,1248,3,2.0,0,0,1,0,0,0,,,ca
47348,ocala,899,apartment,1224,3,2.0,1,1,1,0,0,0,w/d hookups,,fl
230970,dayton / springfield,625,apartment,784,1,1.0,1,0,1,0,0,0,laundry in bldg,attached garage,oh
15935,boulder,1850,condo,850,2,2.0,0,0,0,0,0,1,laundry on site,off-street parking,co
382020,orange county,1565,apartment,930,2,2.0,1,1,1,0,0,0,w/d hookups,carport,ca
376078,los angeles,2865,apartment,1003,2,2.0,1,1,0,1,0,0,w/d in unit,detached garage,ca
84948,spokane / coeur d'alene,995,apartment,1097,2,2.0,1,1,0,0,0,0,w/d in unit,,id
32067,"washington, DC",2275,apartment,925,2,2.0,0,0,1,0,0,0,,,dc
74187,columbus,731,apartment,576,1,1.0,0,0,1,0,0,0,,,ga
275543,cookeville,5,house,5500,6,4.5,0,0,1,0,0,0,w/d in unit,attached garage,tn
115875,topeka,508,townhouse,1035,2,1.5,1,1,1,0,0,0,w/d hookups,off-street parking,ks
168992,jackson,1250,apartment,1209,2,2.0,1,1,1,0,0,0,w/d hookups,,ms
160588,minneapolis / st paul,2440,apartment,1480,3,3.0,1,1,0,0,0,0,laundry on site,attached garage,mn
294082,corpus christi,639,apartment,950,2,2.0,1,1,1,0,0,0,laundry on site,off-street parking,tx
322140,charlottesville,1043,apartment,825,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,va
39469,ft myers / SW florida,1035,apartment,786,1,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,fl
187040,raleigh / durham / CH,1180,apartment,895,1,1.0,1,1,1,0,0,0,,,nc
70941,atlanta,882,apartment,891,2,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,ga
338663,wenatchee,1405,apartment,980,2,1.0,1,1,0,0,0,0,w/d in unit,carport,wa
55885,sarasota-bradenton,1499,apartment,1100,2,2.0,1,1,1,0,0,0,w/d hookups,attached garage,fl
162528,rochester,558,house,1676,3,2.5,1,0,1,0,0,0,w/d in unit,attached garage,mn
55530,sarasota-bradenton,1475,apartment,1187,3,2.0,1,1,1,0,0,0,laundry on site,off-street parking,fl
47549,okaloosa / walton,1390,apartment,1129,2,2.0,1,1,1,0,0,0,w/d hookups,,fl
129625,new orleans,1295,apartment,522,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage,la
118085,wichita,625,house,876,2,1.0,0,0,0,0,0,0,w/d hookups,street parking,ks
17774,boulder,1704,apartment,1115,2,2.0,1,1,0,0,0,0,w/d in unit,,co
209667,buffalo,975,apartment,900,3,1.0,1,0,1,0,0,0,laundry on site,off-street parking,ny
160448,minneapolis / st paul,2525,apartment,1163,2,2.0,1,1,1,0,0,0,w/d in unit,,mn
191761,winston-salem,1175,apartment,766,1,1.0,1,1,0,0,0,0,w/d in unit,,nc
59853,space coast,1675,apartment,1184,2,2.0,1,1,0,0,0,0,w/d in unit,street parking,fl
87669,champaign urbana,635,apartment,520,1,1.0,1,1,0,0,0,1,w/d in unit,off-street parking,il
171074,north mississippi,1,cottage/cabin,1915,4,4.0,1,1,1,0,0,0,w/d in unit,,ms
322873,fredericksburg,1279,apartment,1309,3,2.0,1,1,1,0,0,0,,,va
357507,flagstaff / sedona,1810,apartment,1153,3,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,az
346481,wausau,825,townhouse,1138,2,1.5,1,1,0,0,0,0,w/d in unit,attached garage,wi
60267,space coast,1076,apartment,1200,2,2.0,1,1,1,0,0,0,laundry on site,off-street parking,fl
62723,tallahassee,850,apartment,1150,2,2.5,1,1,0,0,0,0,w/d in unit,off-street parking,fl
281587,nashville,1269,apartment,1100,2,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,tn
37611,florida keys,2600,apartment,715,2,2.0,1,1,0,1,0,0,w/d in unit,off-street parking,fl
356154,anchorage / mat-su,760,apartment,440,1,1.0,1,0,1,0,0,0,laundry in bldg,off-street parking,ak
308467,san antonio,874,apartment,987,2,2.0,0,0,1,0,0,0,,,tx
276398,jackson,912,apartment,1200,3,2.0,1,1,1,0,0,0,w/d in unit,,tn
247692,salem,1030,apartment,1006,2,1.0,1,1,1,0,0,0,laundry on site,carport,or
269412,hilton head,926,apartment,960,2,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,sc
287074,austin,850,apartment,672,1,1.0,1,1,1,0,0,0,laundry on site,,tx
146286,ann arbor,999,apartment,800,2,1.0,1,1,0,0,0,0,,,mi
214959,rochester,1584,apartment,1124,3,2.0,1,1,1,0,0,0,laundry in bldg,off-street parking,ny
140752,boston,4200,condo,785,1,1.0,0,0,0,0,0,1,w/d in unit,attached garage,ma
247791,salem,1350,apartment,1156,3,2.0,1,1,0,0,0,0,w/d in unit,off-street parking,or
145323,ann arbor,1065,apartment,525,1,1.0,1,1,1,0,0,0,laundry in bldg,street parking,mi
193013,south jersey,900,townhouse,800,2,1.0,0,0,1,0,0,0,w/d hookups,street parking,nj
18532,colorado springs,1330,apartment,740,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,co
341231,kenosha-racine,750,apartment,710,1,1.0,1,1,1,0,0,0,laundry in bldg,,wi
189989,wilmington,899,apartment,863,2,2.0,1,1,1,0,0,0,w/d in unit,street parking,nc
256845,reading,1500,apartment,1150,2,2.0,0,0,1,0,0,0,w/d in unit,off-street parking,pa
370501,fresno / madera,1289,apartment,1100,3,2.0,1,1,1,1,0,0,w/d in unit,carport,ca
273933,chattanooga,820,apartment,650,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,tn
150604,grand rapids,1109,apartment,1000,2,1.0,1,1,1,0,0,0,laundry in bldg,carport,mi
291215,college station,725,loft,790,0,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,tx
285687,amarillo,650,apartment,860,2,1.0,1,0,1,0,0,0,laundry on site,carport,tx
381206,orange county,1780,apartment,680,1,1.0,1,0,1,0,0,0,laundry on site,carport,ca
330920,richmond,780,apartment,968,1,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,va
8760,SF bay area,2215,apartment,950,1,1.0,1,0,1,1,0,0,laundry in bldg,carport,ca
333412,kennewick-pasco-richland,1050,apartment,1081,3,1.0,1,1,0,0,0,0,w/d hookups,off-street parking,wa
85776,spokane / coeur d'alene,850,apartment,900,2,1.0,1,1,1,0,0,0,w/d hookups,carport,id
13108,ventura county,1780,apartment,624,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
143226,worcester / central MA,2565,townhouse,1325,2,2.0,1,0,0,0,0,0,laundry on site,off-street parking,ma
223786,akron / canton,740,apartment,736,2,1.0,1,1,1,0,0,0,laundry on site,carport,oh
349731,huntsville / decatur,899,apartment,1340,2,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,al
202828,south jersey,1295,apartment,840,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,nj
309522,victoria,910,apartment,869,2,1.0,1,1,1,0,0,0,w/d hookups,,tx
351682,huntsville / decatur,1185,apartment,1192,2,2.0,1,1,0,0,0,1,,attached garage,al
233074,sandusky,1,apartment,1000,2,1.0,1,1,1,0,0,0,,,oh
262071,charleston,1080,apartment,841,1,1.0,0,0,1,0,0,0,,,sc
5842,san diego,1708,apartment,809,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage,ca
323354,fredericksburg,1000,apartment,1500,1,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,va
55893,sarasota-bradenton,1499,apartment,1100,2,2.0,1,1,1,0,0,0,w/d hookups,attached garage,fl
63312,tampa bay area,1890,apartment,1653,2,2.5,1,1,1,1,0,0,w/d in unit,,fl
249547,erie,1800,house,1300,5,2.0,0,0,0,0,0,0,w/d hookups,off-street parking,pa
293392,corpus christi,895,apartment,819,1,1.5,1,1,1,0,0,0,w/d hookups,,tx
37232,daytona beach,1514,apartment,1188,2,2.0,1,1,0,0,1,0,w/d in unit,off-street parking,fl
53869,pensacola,1270,apartment,1286,3,2.0,1,1,0,0,0,0,w/d hookups,off-street parking,fl
176052,asheville,1410,apartment,1311,3,2.0,0,0,1,0,0,0,,,nc
42583,jacksonville,1355,apartment,1323,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage,fl
131020,shreveport,964,apartment,1166,2,2.0,1,1,1,0,0,0,,,la
138914,southern maryland,1395,apartment,924,2,1.0,1,1,1,0,0,0,w/d in unit,,md
144050,worcester / central MA,2105,apartment,1040,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,ma
313823,waco,725,apartment,659,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,tx
104392,des moines,1020,apartment,1000,2,2.0,1,1,0,0,0,0,w/d in unit,off-street parking,ia
104940,des moines,795,apartment,800,2,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,ia
317638,provo / orem,1199,apartment,746,1,1.0,1,1,0,0,0,0,w/d in unit,carport,ut
290011,brownsville,625,apartment,850,2,1.0,1,1,0,0,0,0,laundry on site,carport,tx
152872,jackson,800,house,1344,3,2.0,0,0,1,0,0,0,w/d in unit,detached garage,mi
375996,los angeles,2191,apartment,798,2,2.0,1,0,1,0,0,0,w/d in unit,attached garage,ca
165231,st cloud,985,apartment,960,2,1.5,1,1,1,0,0,0,,,mn
13235,ventura county,2195,apartment,1016,2,2.0,1,1,1,0,0,0,,,ca
298204,el paso,0,apartment,719,1,1.0,1,1,1,0,0,0,w/d in unit,,tx
123830,louisville,1059,apartment,1103,2,2.0,1,1,1,0,0,0,w/d hookups,street parking,ky
145639,ann arbor,1179,apartment,670,2,1.0,1,1,0,0,0,0,laundry in bldg,off-street parking,mi
21244,denver,1295,apartment,690,2,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,co
64262,tampa bay area,1399,apartment,1101,2,2.0,0,0,1,0,0,0,,,fl
82072,hawaii,2775,apartment,1292,2,2.0,0,0,0,0,0,0,w/d in unit,attached garage,hi
159596,mankato,1000,apartment,1000,3,1.0,1,1,0,0,0,0,w/d in unit,carport,mn
45272,lakeland,640,house,955,3,2.0,1,1,1,0,0,0,,,fl
37281,daytona beach,889,apartment,733,1,1.0,1,1,1,0,0,0,w/d in unit,street parking,fl
125340,baton rouge,1,apartment,1044,2,2.0,1,1,1,0,0,0,w/d in unit,,la
104504,des moines,1495,house,1500,3,2.5,0,0,1,0,0,0,w/d in unit,attached garage,ia
210664,finger lakes,850,apartment,1000,1,1.0,0,0,1,0,0,0,w/d in unit,off-street parking,ny
155691,lansing,890,apartment,699,1,1.0,1,1,0,0,0,0,w/d in unit,,mi
310668,provo / orem,1500,apartment,942,2,2.0,0,0,1,0,0,0,w/d in unit,off-street parking,ut
210301,catskills,982,apartment,650,1,1.0,1,1,0,1,0,0,laundry in bldg,off-street parking,ny
192294,winston-salem,795,apartment,1280,3,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,nc
49224,orlando,1346,apartment,1100,2,2.0,0,0,1,0,0,0,,,fl
105940,des moines,856,apartment,830,1,1.0,0,0,1,0,0,0,,,ia
316491,provo / orem,1087,apartment,689,1,1.0,0,0,1,0,0,0,,,ut
291019,college station,619,apartment,616,1,1.0,1,1,1,0,0,0,laundry on site,,tx
141049,south coast,2500,apartment,2500,5,2.0,0,0,0,0,0,0,w/d hookups,off-street parking,ma
224667,cincinnati,472,house,1167,3,2.0,0,0,1,0,0,0,,,oh
92988,"quad cities, IA/IL",1200,house,1451,4,1.0,1,1,0,0,0,0,w/d hookups,street parking,il
180229,eastern NC,1000,condo,1360,2,2.0,1,1,1,0,0,0,,,nc
369853,fresno / madera,1399,apartment,960,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
345594,milwaukee,1417,apartment,1115,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage,wi
38157,ft myers / SW florida,1129,apartment,1000,2,2.0,0,0,1,0,0,0,,,fl
199143,central NJ,1265,condo,1576,5,2.0,0,0,1,0,0,0,,,nj
250192,harrisburg,1733,townhouse,1487,3,2.5,1,1,1,0,0,1,w/d in unit,off-street parking,pa
219169,bismarck,970,apartment,935,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage,nd
163228,rochester,2595,apartment,1144,2,2.0,1,1,0,0,1,0,w/d in unit,attached garage,mn
307510,san antonio,850,apartment,600,1,1.0,1,1,0,1,0,0,w/d hookups,off-street parking,tx
238150,stillwater,400,apartment,1320,4,4.0,1,1,1,0,0,0,w/d in unit,,ok
33599,delaware,1125,apartment,975,2,1.0,1,1,0,1,0,0,laundry in bldg,off-street parking,de
260870,rhode island,1525,apartment,932,2,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,ri
90397,chicago,1500,apartment,1350,2,1.0,1,1,1,0,0,0,laundry in bldg,street parking,il
99849,indianapolis,649,apartment,675,1,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,in
277010,knoxville,959,apartment,908,2,1.0,1,1,1,0,0,0,w/d hookups,street parking,tn
250913,harrisburg,1260,apartment,1130,2,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,pa
186729,outer banks,985,apartment,915,1,1.0,1,1,1,0,0,0,w/d in unit,,nc
94151,springfield,720,townhouse,968,2,1.5,1,1,1,0,0,0,w/d in unit,off-street parking,il
162957,rochester,900,townhouse,1242,5,2.0,0,1,1,0,0,0,,,mn
105149,des moines,780,apartment,550,0,1.0,0,0,1,0,0,0,,,ia
31312,"washington, DC",2785,apartment,1030,2,2.0,0,0,1,0,0,0,w/d in unit,attached garage,dc
281422,nashville,1050,apartment,650,1,1.0,1,1,0,0,0,0,laundry in bldg,off-street parking,tn
178712,charlotte,1220,apartment,1243,2,2.0,1,1,1,0,0,0,w/d in unit,,nc
133319,annapolis,1400,apartment,728,1,1.0,1,1,1,0,0,0,w/d in unit,street parking,md
91488,peoria,650,apartment,750,1,1.0,1,1,1,0,0,0,laundry on site,,il
366234,little rock,565,apartment,740,1,1.0,0,0,1,0,0,0,,,ar
25108,fort collins / north CO,1325,apartment,800,1,1.0,1,1,1,0,0,0,w/d hookups,,co
262061,charleston,1525,apartment,600,1,1.0,0,1,1,0,0,0,laundry on site,off-street parking,sc
379989,monterey bay,1880,apartment,1000,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca
279195,memphis,1049,apartment,1350,2,2.0,1,1,1,1,0,0,w/d in unit,,tn
220827,grand forks,870,apartment,1075,2,1.0,1,1,0,0,0,0,laundry in bldg,off-street parking,nd
118216,wichita,395,apartment,400,0,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ks
3353,sacramento,1529,apartment,880,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
353069,mobile,965,apartment,1050,2,2.0,1,1,1,0,0,0,,,al
324329,fredericksburg,1299,apartment,1309,3,2.5,1,1,1,0,0,0,w/d hookups,,va
33764,delaware,1350,apartment,800,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,de
189300,wilmington,980,apartment,1001,2,2.0,0,0,1,0,0,0,,,nc
273896,chattanooga,739,apartment,432,0,1.0,1,1,1,0,0,0,laundry on site,street parking,tn
214123,watertown,800,apartment,1200,3,2.0,0,0,0,0,0,0,w/d hookups,off-street parking,ny
321688,charlottesville,1675,apartment,1111,2,2.0,1,1,0,0,0,0,w/d in unit,off-street parking,va
93892,southern illinois,589,apartment,600,1,1.0,1,1,0,0,0,0,laundry on site,off-street parking,il
282385,nashville,1787,apartment,1518,3,2.0,1,1,0,0,0,0,w/d hookups,off-street parking,tn
44612,lakeland,1269,apartment,1248,2,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,fl
57371,south florida,2200,apartment,700,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage,fl
172469,springfield,695,apartment,687,1,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,mo
64781,tampa bay area,1465,apartment,1087,2,2.0,1,1,0,0,0,0,w/d in unit,street parking,fl
149716,flint,720,apartment,780,1,1.0,1,1,1,0,0,0,laundry in bldg,carport,mi
167785,gulfport / biloxi,745,apartment,782,1,1.0,0,0,1,0,0,0,,,ms
183350,greensboro,2400,house,3000,4,2.5,1,1,0,0,0,0,w/d in unit,attached garage,nc
121904,lexington,699,apartment,708,1,1.0,1,1,1,0,0,0,w/d hookups,,ky
21160,denver,1510,apartment,1170,2,2.0,0,0,1,0,0,0,,,co
202178,north jersey,1600,house,700,2,1.0,0,0,0,0,0,0,no laundry on site,street parking,nj
362613,tucson,925,apartment,50,2,1.0,1,1,0,0,0,0,laundry in bldg,off-street parking,az
199151,central NJ,2770,apartment,1397,2,2.0,0,0,0,1,0,0,w/d in unit,off-street parking,nj
185707,jacksonville,455,apartment,502,1,1.0,0,0,1,0,0,0,,,nc
10051,stockton,1894,apartment,693,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ca
351190,huntsville / decatur,1195,apartment,1095,2,2.0,1,1,1,0,0,0,w/d in unit,,al
106442,des moines,856,apartment,830,1,1.0,0,0,1,0,0,0,,,ia
268048,greenville / upstate,1475,house,1605,3,2.5,0,1,0,0,0,0,,,sc
301774,killeen / temple / ft hood,925,apartment,820,2,1.0,1,1,0,0,0,1,w/d in unit,attached garage,tx
295436,dallas / fort worth,645,apartment,620,1,1.0,1,1,0,1,0,0,laundry on site,off-street parking,tx
286742,amarillo,615,apartment,364,0,1.0,1,1,0,1,0,1,laundry on site,,tx
180174,eastern NC,1664,apartment,785,1,1.0,1,1,0,0,0,0,w/d in unit,attached garage,nc
185957,jacksonville,695,apartment,920,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,nc
195704,lincoln,900,apartment,1093,2,2.0,0,0,1,0,0,0,,,ne
294942,dallas / fort worth,1430,apartment,749,1,1.0,1,1,1,0,0,0,w/d in unit,,tx
23623,fort collins / north CO,1335,apartment,592,1,1.0,1,1,0,1,0,0,w/d in unit,attached garage,co
218712,new hampshire,975,apartment,400,0,1.0,0,0,0,0,0,1,no laundry on site,off-street parking,nh
83952,boise,745,apartment,1050,3,2.0,1,1,1,0,0,0,w/d hookups,street parking,id
180360,fayetteville,1219,apartment,1249,2,2.0,1,1,1,0,0,0,w/d in unit,,nc
353875,montgomery,975,house,1550,3,2.0,1,1,0,0,0,0,w/d hookups,off-street parking,al
239410,tulsa,560,house,835,2,2.0,1,1,1,0,0,0,,,ok
15416,boulder,1364,apartment,871,2,2.0,1,1,0,0,0,0,laundry in bldg,off-street parking,co
276947,knoxville,745,apartment,750,2,1.0,1,1,1,0,0,0,laundry on site,,tn
265993,myrtle beach,1140,apartment,1140,2,2.0,1,1,1,0,0,0,w/d hookups,,sc
232829,mansfield,1000,apartment,1134,3,3.0,0,0,1,0,0,1,w/d in unit,off-street parking,oh
326499,norfolk / hampton roads,1171,apartment,1230,3,2.0,1,1,0,0,0,1,w/d in unit,,va
261923,charleston,1000,apartment,661,1,1.0,1,1,1,0,0,0,,,sc
164281,southwest MN,535,apartment,600,1,1.0,0,0,0,0,0,0,laundry in bldg,off-street parking,mn
233204,toledo,610,house,860,3,3.0,1,1,1,0,0,0,,,oh
175672,asheville,945,apartment,760,1,1.0,0,0,1,0,0,0,,,nc
206686,albuquerque,950,manufactured,1216,3,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,nm
87890,champaign urbana,535,townhouse,1100,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,il
355193,anchorage / mat-su,1600,house,2000,3,2.0,1,1,0,0,0,0,w/d in unit,attached garage,ak
224588,cincinnati,1692,apartment,967,2,2.0,1,1,1,0,0,0,w/d in unit,,oh
148997,detroit metro,1095,apartment,865,2,1.5,0,0,0,0,0,0,laundry in bldg,off-street parking,mi
31800,"washington, DC",1845,apartment,1058,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage,dc
207109,roswell / carlsbad,600,apartment,729,2,1.0,0,0,1,0,0,0,laundry on site,off-street parking,nm
208173,albany,1345,apartment,980,2,2.0,1,1,1,0,0,0,laundry in bldg,off-street parking,ny
93454,rockford,650,house,560,2,1.0,1,1,1,0,0,0,w/d in unit,detached garage,il
123494,louisville,799,apartment,992,2,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,ky
279059,memphis,579,apartment,708,1,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,tn
214740,rochester,790,apartment,542,2,1.0,1,1,1,1,0,1,,,ny
94991,"st louis, MO",625,apartment,430,0,1.0,0,0,1,0,0,0,laundry on site,attached garage,il
180477,fayetteville,595,apartment,685,1,1.0,0,0,1,0,0,0,,,nc
253106,lehigh valley,1200,house,1700,3,2.0,1,1,1,0,0,0,,,pa
341523,kenosha-racine,900,apartment,725,1,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,wi
37553,florida keys,3000,apartment,1000,2,1.0,0,0,0,0,0,1,laundry in bldg,off-street parking,fl
322175,charlottesville,975,house,864,2,1.0,0,0,0,0,0,0,w/d in unit,street parking,va
318347,salt lake city,987,apartment,850,2,1.0,1,1,0,0,0,0,w/d in unit,carport,ut
351424,huntsville / decatur,659,apartment,600,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,al
4854,san diego,2225,apartment,1000,2,2.0,1,1,1,0,0,0,laundry on site,,ca
35619,daytona beach,999,apartment,968,2,2.0,1,1,1,0,0,0,w/d hookups,,fl
188004,raleigh / durham / CH,0,apartment,1030,2,1.5,1,1,1,0,0,0,w/d in unit,off-street parking,nc
277319,knoxville,959,apartment,908,2,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,tn
327379,norfolk / hampton roads,929,apartment,720,1,1.0,0,0,1,0,0,0,,,va
363072,tucson,585,apartment,400,0,1.0,0,0,1,0,0,0,,,az
370916,fresno / madera,952,apartment,989,2,1.0,1,1,1,0,0,0,,,ca
43220,jacksonville,730,apartment,800,3,1.0,1,1,0,0,0,0,,,fl
364375,fayetteville,2100,house,2137,4,2.0,1,1,1,0,0,0,w/d in unit,attached garage,ar
188589,raleigh / durham / CH,990,apartment,918,2,1.5,1,1,1,0,0,0,w/d in unit,off-street parking,nc
248612,salem,1150,apartment,728,1,1.0,1,1,0,0,1,0,w/d in unit,off-street parking,or
194732,lincoln,980,apartment,883,2,1.0,1,0,1,0,0,0,w/d hookups,detached garage,ne
331863,southwest VA,1350,house,2500,4,3.0,0,0,0,0,0,0,w/d hookups,attached garage,va
232073,dayton / springfield,675,townhouse,840,2,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,oh
109784,omaha / council bluffs,854,apartment,792,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,ia
53883,pensacola,1025,apartment,755,1,1.0,1,1,0,0,0,0,w/d hookups,off-street parking,fl
73279,augusta,2178,apartment,1818,2,2.0,0,0,1,0,0,0,,,ga
376166,los angeles,1705,apartment,677,1,1.0,1,1,1,0,0,0,laundry on site,,ca
132669,annapolis,1290,apartment,805,1,1.0,1,1,1,0,0,0,w/d in unit,,md
173456,billings,1200,house,1200,1,1.0,0,0,0,0,0,1,w/d in unit,off-street parking,mt
68607,athens,980,apartment,988,2,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,ga
373778,inland empire,1514,apartment,840,1,1.0,0,0,1,0,0,0,,,ca
332701,kennewick-pasco-richland,1135,apartment,1112,3,2.0,0,0,1,0,0,0,w/d hookups,off-street parking,wa
67240,albany,750,apartment,1300,3,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,ga
108423,omaha / council bluffs,889,apartment,920,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,ia
372607,inland empire,1675,apartment,1097,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage,ca
